instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_actual,hum_actual,day_type,casual_pct,registered_pct
7288,2011-11-05,4,0,11,6,0,6,0,1,0.26,0.2424,0.6,0.2537,3,20,23,10.66,60.0,Weekend/Holiday,12.5,83.33333333333334
7289,2011-11-05,4,0,11,7,0,6,0,1,0.26,0.2424,0.6,0.2836,3,31,34,10.66,60.0,Weekend/Holiday,8.571428571428571,88.57142857142857
7290,2011-11-05,4,0,11,8,0,6,0,1,0.28,0.2576,0.56,0.3284,4,80,84,11.48,56.00000000000001,Weekend/Holiday,4.705882352941177,94.11764705882352
7291,2011-11-05,4,0,11,9,0,6,0,1,0.3,0.2727,0.56,0.2985,30,111,141,12.299999999999999,56.00000000000001,Weekend/Holiday,21.12676056338028,78.16901408450704
7292,2011-11-05,4,0,11,10,0,6,0,1,0.32,0.303,0.53,0.2537,56,171,227,13.120000000000001,53.0,Weekend/Holiday,24.561403508771928,75.0
7293,2011-11-05,4,0,11,11,0,6,0,1,0.36,0.3636,0.46,0.1045,69,169,238,14.76,46.0,Weekend/Holiday,28.870292887029287,70.7112970711297
7294,2011-11-05,4,0,11,12,0,6,0,1,0.36,0.3485,0.46,0.1642,137,235,372,14.76,46.0,Weekend/Holiday,36.72922252010724,63.00268096514745
7295,2011-11-05,4,0,11,13,0,6,0,1,0.4,0.4091,0.37,0.1045,148,207,355,16.400000000000002,37.0,Weekend/Holiday,41.57303370786517,58.14606741573034
7296,2011-11-05,4,0,11,14,0,6,0,1,0.42,0.4242,0.35,0.1343,159,227,386,17.22,35.0,Weekend/Holiday,41.08527131782946,58.656330749354005
7297,2011-11-05,4,0,11,15,0,6,0,1,0.4,0.4091,0.37,0.194,141,202,343,16.400000000000002,37.0,Weekend/Holiday,40.98837209302326,58.720930232558146
7298,2011-11-05,4,0,11,16,0,6,0,1,0.4,0.4091,0.4,0.2239,128,207,335,16.400000000000002,40.0,Weekend/Holiday,38.095238095238095,61.60714285714286
7299,2011-11-05,4,0,11,17,0,6,0,1,0.38,0.3939,0.4,0.1642,100,234,334,15.58,40.0,Weekend/Holiday,29.850746268656714,69.85074626865672
7300,2011-11-05,4,0,11,18,0,6,0,1,0.36,0.3636,0.5,0.0896,52,185,237,14.76,50.0,Weekend/Holiday,21.84873949579832,77.73109243697479
7301,2011-11-05,4,0,11,19,0,6,0,1,0.34,0.3636,0.53,0.0,45,159,204,13.940000000000001,53.0,Weekend/Holiday,21.951219512195124,77.5609756097561
7302,2011-11-05,4,0,11,20,0,6,0,1,0.32,0.3485,0.66,0.0,29,136,165,13.120000000000001,66.0,Weekend/Holiday,17.46987951807229,81.92771084337349
7303,2011-11-05,4,0,11,21,0,6,0,1,0.32,0.3485,0.66,0.0,19,99,118,13.120000000000001,66.0,Weekend/Holiday,15.966386554621847,83.19327731092437
7304,2011-11-05,4,0,11,22,0,6,0,1,0.3,0.3333,0.65,0.0,10,72,82,12.299999999999999,65.0,Weekend/Holiday,12.048192771084338,86.74698795180723
7305,2011-11-05,4,0,11,23,0,6,0,1,0.28,0.3182,0.7,0.0,4,81,85,11.48,70.0,Weekend/Holiday,4.651162790697675,94.18604651162791
7306,2011-11-06,4,0,11,0,0,0,0,1,0.28,0.3182,0.75,0.0,10,65,75,11.48,75.0,Weekend/Holiday,13.157894736842104,85.52631578947368
7307,2011-11-06,4,0,11,1,0,0,0,1,0.26,0.303,0.81,0.0,11,104,115,10.66,81.0,Weekend/Holiday,9.482758620689655,89.65517241379311
7308,2011-11-06,4,0,11,2,0,0,0,1,0.26,0.303,0.81,0.0,6,23,29,10.66,81.0,Weekend/Holiday,20.0,76.66666666666667
7309,2011-11-06,4,0,11,3,0,0,0,1,0.24,0.2879,0.87,0.0,5,4,9,9.84,87.0,Weekend/Holiday,50.0,40.0
7310,2011-11-06,4,0,11,4,0,0,0,1,0.24,0.2879,0.87,0.0,0,6,6,9.84,87.0,Weekend/Holiday,0.0,85.71428571428571
7311,2011-11-06,4,0,11,5,0,0,0,1,0.24,0.2424,0.87,0.1343,0,5,5,9.84,87.0,Weekend/Holiday,0.0,83.33333333333334
7312,2011-11-06,4,0,11,6,0,0,0,1,0.26,0.2879,0.81,0.0896,5,11,16,10.66,81.0,Weekend/Holiday,29.411764705882355,64.70588235294117
7313,2011-11-06,4,0,11,7,0,0,0,1,0.26,0.2727,0.87,0.1045,4,24,28,10.66,87.0,Weekend/Holiday,13.793103448275861,82.75862068965517
7314,2011-11-06,4,0,11,8,0,0,0,2,0.28,0.303,0.87,0.0896,19,71,90,11.48,87.0,Weekend/Holiday,20.87912087912088,78.02197802197803
7315,2011-11-06,4,0,11,9,0,0,0,2,0.3,0.3182,0.75,0.0896,36,134,170,12.299999999999999,75.0,Weekend/Holiday,21.052631578947366,78.3625730994152
7316,2011-11-06,4,0,11,10,0,0,0,1,0.36,0.3636,0.66,0.0896,76,186,262,14.76,66.0,Weekend/Holiday,28.89733840304182,70.72243346007605
7317,2011-11-06,4,0,11,11,0,0,0,1,0.42,0.4242,0.58,0.0896,104,216,320,17.22,57.99999999999999,Weekend/Holiday,32.398753894081,67.28971962616822
7318,2011-11-06,4,0,11,12,0,0,0,1,0.44,0.4394,0.54,0.0,120,226,346,18.04,54.0,Weekend/Holiday,34.5821325648415,65.12968299711815
7319,2011-11-06,4,0,11,13,0,0,0,1,0.46,0.4545,0.51,0.1642,105,209,314,18.86,51.0,Weekend/Holiday,33.33333333333333,66.34920634920634
7320,2011-11-06,4,0,11,14,0,0,0,1,0.46,0.4545,0.55,0.194,101,219,320,18.86,55.00000000000001,Weekend/Holiday,31.464174454828658,68.22429906542055
7321,2011-11-06,4,0,11,15,0,0,0,1,0.48,0.4697,0.51,0.194,96,210,306,19.68,51.0,Weekend/Holiday,31.27035830618892,68.40390879478826
7322,2011-11-06,4,0,11,16,0,0,0,1,0.46,0.4545,0.55,0.2239,84,263,347,18.86,55.00000000000001,Weekend/Holiday,24.137931034482758,75.57471264367817
7323,2011-11-06,4,0,11,17,0,0,0,1,0.44,0.4394,0.62,0.1642,71,185,256,18.04,62.0,Weekend/Holiday,27.626459143968873,71.98443579766537
7324,2011-11-06,4,0,11,18,0,0,0,1,0.42,0.4242,0.71,0.1045,39,146,185,17.22,71.0,Weekend/Holiday,20.967741935483872,78.49462365591397
7325,2011-11-06,4,0,11,19,0,0,0,1,0.38,0.3939,0.76,0.194,21,130,151,15.58,76.0,Weekend/Holiday,13.815789473684212,85.52631578947368
7326,2011-11-06,4,0,11,20,0,0,0,1,0.36,0.3636,0.81,0.1045,16,100,116,14.76,81.0,Weekend/Holiday,13.675213675213676,85.47008547008546
7327,2011-11-06,4,0,11,21,0,0,0,1,0.36,0.3636,0.81,0.0896,11,77,88,14.76,81.0,Weekend/Holiday,12.359550561797752,86.51685393258427
7328,2011-11-06,4,0,11,22,0,0,0,1,0.36,0.3788,0.87,0.0,5,40,45,14.76,87.0,Weekend/Holiday,10.869565217391305,86.95652173913044
7329,2011-11-06,4,0,11,23,0,0,0,1,0.34,0.3485,0.87,0.0896,7,43,50,13.940000000000001,87.0,Weekend/Holiday,13.725490196078432,84.31372549019608
7330,2011-11-07,4,0,11,0,0,1,1,1,0.34,0.3636,0.87,0.0,1,14,15,13.940000000000001,87.0,Workday,6.25,87.5
7331,2011-11-07,4,0,11,1,0,1,1,1,0.34,0.3636,0.87,0.0,2,6,8,13.940000000000001,87.0,Workday,22.22222222222222,66.66666666666666
7332,2011-11-07,4,0,11,2,0,1,1,1,0.32,0.3485,0.93,0.0,0,2,2,13.120000000000001,93.0,Workday,0.0,66.66666666666666
7333,2011-11-07,4,0,11,3,0,1,1,1,0.32,0.3485,0.93,0.0,0,3,3,13.120000000000001,93.0,Workday,0.0,75.0
7334,2011-11-07,4,0,11,4,0,1,1,1,0.32,0.3485,0.93,0.0,2,4,6,13.120000000000001,93.0,Workday,28.57142857142857,57.14285714285714
7335,2011-11-07,4,0,11,5,0,1,1,1,0.3,0.3333,0.93,0.0,1,25,26,12.299999999999999,93.0,Workday,3.7037037037037033,92.5925925925926
7336,2011-11-07,4,0,11,6,0,1,1,2,0.28,0.3182,0.93,0.0,2,97,99,11.48,93.0,Workday,2.0,97.0
7337,2011-11-07,4,0,11,7,0,1,1,2,0.28,0.3182,0.93,0.0,6,305,311,11.48,93.0,Workday,1.9230769230769231,97.75641025641025
7338,2011-11-07,4,0,11,8,0,1,1,2,0.3,0.3182,1.0,0.0896,13,397,410,12.299999999999999,100.0,Workday,3.1630170316301705,96.59367396593674
7339,2011-11-07,4,0,11,9,0,1,1,2,0.34,0.3333,1.0,0.1343,18,156,174,13.940000000000001,100.0,Workday,10.285714285714285,89.14285714285714
7340,2011-11-07,4,0,11,10,0,1,1,1,0.36,0.3485,0.93,0.1343,28,95,123,14.76,93.0,Workday,22.58064516129032,76.61290322580645
7341,2011-11-07,4,0,11,11,0,1,1,1,0.42,0.4242,0.77,0.1045,28,100,128,17.22,77.0,Workday,21.705426356589147,77.51937984496125
7342,2011-11-07,4,0,11,12,0,1,1,1,0.46,0.4545,0.67,0.0,21,158,179,18.86,67.0,Workday,11.666666666666666,87.77777777777777
7343,2011-11-07,4,0,11,13,0,1,1,1,0.54,0.5152,0.49,0.0896,32,157,189,22.14,49.0,Workday,16.842105263157894,82.63157894736842
7344,2011-11-07,4,0,11,14,0,1,1,1,0.56,0.5303,0.37,0.1642,30,115,145,22.96,37.0,Workday,20.54794520547945,78.76712328767124
7345,2011-11-07,4,0,11,15,0,1,1,1,0.56,0.5303,0.37,0.1045,38,132,170,22.96,37.0,Workday,22.22222222222222,77.19298245614034
7346,2011-11-07,4,0,11,16,0,1,1,1,0.52,0.5,0.45,0.0,40,255,295,21.32,45.0,Workday,13.513513513513514,86.14864864864865
7347,2011-11-07,4,0,11,17,0,1,1,1,0.5,0.4848,0.45,0.1642,39,489,528,20.5,45.0,Workday,7.372400756143667,92.43856332703214
7348,2011-11-07,4,0,11,18,0,1,1,1,0.46,0.4545,0.59,0.1045,18,407,425,18.86,59.0,Workday,4.225352112676056,95.53990610328638
7349,2011-11-07,4,0,11,19,0,1,1,1,0.46,0.4545,0.59,0.0,20,280,300,18.86,59.0,Workday,6.64451827242525,93.02325581395348
7350,2011-11-07,4,0,11,20,0,1,1,1,0.4,0.4091,0.71,0.0,17,187,204,16.400000000000002,71.0,Workday,8.292682926829269,91.21951219512195
7351,2011-11-07,4,0,11,21,0,1,1,1,0.38,0.3939,0.82,0.1045,10,129,139,15.58,82.0,Workday,7.142857142857142,92.14285714285714
7352,2011-11-07,4,0,11,22,0,1,1,1,0.36,0.3636,0.81,0.0896,6,102,108,14.76,81.0,Workday,5.5045871559633035,93.57798165137615
7353,2011-11-07,4,0,11,23,0,1,1,1,0.36,0.3636,0.87,0.0896,1,47,48,14.76,87.0,Workday,2.0408163265306123,95.91836734693877
7354,2011-11-08,4,0,11,0,0,2,1,1,0.34,0.3485,0.87,0.0896,0,18,18,13.940000000000001,87.0,Workday,0.0,94.73684210526315
7355,2011-11-08,4,0,11,1,0,2,1,1,0.32,0.3333,0.93,0.1045,3,8,11,13.120000000000001,93.0,Workday,25.0,66.66666666666666
7356,2011-11-08,4,0,11,2,0,2,1,1,0.32,0.3485,0.87,0.0,0,1,1,13.120000000000001,87.0,Workday,0.0,50.0
7357,2011-11-08,4,0,11,3,0,2,1,1,0.32,0.3485,0.87,0.0,0,3,3,13.120000000000001,87.0,Workday,0.0,75.0
7358,2011-11-08,4,0,11,4,0,2,1,1,0.3,0.3333,0.87,0.0,0,4,4,12.299999999999999,87.0,Workday,0.0,80.0
7359,2011-11-08,4,0,11,5,0,2,1,1,0.3,0.3182,0.87,0.0896,1,17,18,12.299999999999999,87.0,Workday,5.263157894736842,89.47368421052632
7360,2011-11-08,4,0,11,6,0,2,1,1,0.3,0.3333,0.87,0.0,3,96,99,12.299999999999999,87.0,Workday,3.0,96.0
7361,2011-11-08,4,0,11,7,0,2,1,1,0.3,0.3182,0.87,0.1045,7,316,323,12.299999999999999,87.0,Workday,2.1604938271604937,97.53086419753086
7362,2011-11-08,4,0,11,8,0,2,1,1,0.32,0.3333,0.93,0.1045,11,455,466,13.120000000000001,93.0,Workday,2.355460385438972,97.4304068522484
7363,2011-11-08,4,0,11,9,0,2,1,1,0.36,0.3788,0.87,0.0,14,177,191,14.76,87.0,Workday,7.291666666666667,92.1875
7364,2011-11-08,4,0,11,10,0,2,1,1,0.42,0.4242,0.71,0.0896,25,104,129,17.22,71.0,Workday,19.230769230769234,80.0
7365,2011-11-08,4,0,11,11,0,2,1,1,0.46,0.4545,0.63,0.1343,21,126,147,18.86,63.0,Workday,14.18918918918919,85.13513513513513
7366,2011-11-08,4,0,11,12,0,2,1,1,0.52,0.5,0.52,0.1343,28,175,203,21.32,52.0,Workday,13.725490196078432,85.7843137254902
7367,2011-11-08,4,0,11,13,0,2,1,1,0.54,0.5152,0.49,0.1642,31,165,196,22.14,49.0,Workday,15.736040609137056,83.75634517766497
7368,2011-11-08,4,0,11,14,0,2,1,1,0.56,0.5303,0.46,0.1045,32,129,161,22.96,46.0,Workday,19.753086419753085,79.62962962962963
7369,2011-11-08,4,0,11,15,0,2,1,1,0.58,0.5455,0.46,0.1045,33,155,188,23.779999999999998,46.0,Workday,17.46031746031746,82.01058201058201
7370,2011-11-08,4,0,11,16,0,2,1,1,0.56,0.5303,0.46,0.1343,39,250,289,22.96,46.0,Workday,13.448275862068964,86.20689655172413
7371,2011-11-08,4,0,11,17,0,2,1,1,0.52,0.5,0.43,0.1642,40,459,499,21.32,43.0,Workday,8.0,91.8
7372,2011-11-08,4,0,11,18,0,2,1,1,0.48,0.4697,0.55,0.1343,30,432,462,19.68,55.00000000000001,Workday,6.479481641468683,93.30453563714903
7373,2011-11-08,4,0,11,19,0,2,1,1,0.46,0.4545,0.59,0.0,14,264,278,18.86,59.0,Workday,5.017921146953405,94.6236559139785
7374,2011-11-08,4,0,11,20,0,2,1,1,0.4,0.4091,0.76,0.0,12,169,181,16.400000000000002,76.0,Workday,6.593406593406594,92.85714285714286
7375,2011-11-08,4,0,11,21,0,2,1,1,0.4,0.4091,0.76,0.0,16,166,182,16.400000000000002,76.0,Workday,8.743169398907105,90.7103825136612
7376,2011-11-08,4,0,11,22,0,2,1,1,0.36,0.3788,0.87,0.0,13,95,108,14.76,87.0,Workday,11.926605504587156,87.1559633027523
7377,2011-11-08,4,0,11,23,0,2,1,1,0.36,0.3788,0.81,0.0,3,45,48,14.76,81.0,Workday,6.122448979591836,91.83673469387756
7378,2011-11-09,4,0,11,0,0,3,1,1,0.36,0.3788,0.87,0.0,0,13,13,14.76,87.0,Workday,0.0,92.85714285714286
7379,2011-11-09,4,0,11,1,0,3,1,1,0.34,0.3636,0.87,0.0,0,10,10,13.940000000000001,87.0,Workday,0.0,90.9090909090909
7380,2011-11-09,4,0,11,2,0,3,1,1,0.32,0.3485,0.93,0.0,0,5,5,13.120000000000001,93.0,Workday,0.0,83.33333333333334
7381,2011-11-09,4,0,11,3,0,3,1,1,0.32,0.3485,0.93,0.0,0,4,4,13.120000000000001,93.0,Workday,0.0,80.0
7382,2011-11-09,4,0,11,4,0,3,1,1,0.32,0.3485,0.87,0.0,0,4,4,13.120000000000001,87.0,Workday,0.0,80.0
7383,2011-11-09,4,0,11,5,0,3,1,1,0.3,0.3333,0.87,0.0,0,28,28,12.299999999999999,87.0,Workday,0.0,96.55172413793103
7384,2011-11-09,4,0,11,6,0,3,1,1,0.3,0.3333,0.87,0.0,0,98,98,12.299999999999999,87.0,Workday,0.0,98.98989898989899
7385,2011-11-09,4,0,11,7,0,3,1,1,0.3,0.3333,0.87,0.0,0,300,300,12.299999999999999,87.0,Workday,0.0,99.66777408637874
7386,2011-11-09,4,0,11,8,0,3,1,1,0.32,0.3485,0.93,0.0,19,437,456,13.120000000000001,93.0,Workday,4.157549234135667,95.62363238512035
7387,2011-11-09,4,0,11,9,0,3,1,1,0.34,0.3636,0.93,0.0,22,197,219,13.940000000000001,93.0,Workday,10.0,89.54545454545455
7388,2011-11-09,4,0,11,10,0,3,1,1,0.4,0.4091,0.76,0.1045,16,89,105,16.400000000000002,76.0,Workday,15.09433962264151,83.9622641509434
7389,2011-11-09,4,0,11,11,0,3,1,1,0.46,0.4545,0.67,0.1642,21,131,152,18.86,67.0,Workday,13.725490196078432,85.62091503267973
7390,2011-11-09,4,0,11,12,0,3,1,1,0.5,0.4848,0.51,0.1642,24,156,180,20.5,51.0,Workday,13.259668508287293,86.1878453038674
7391,2011-11-09,4,0,11,13,0,3,1,1,0.5,0.4848,0.51,0.1642,31,136,167,20.5,51.0,Workday,18.452380952380953,80.95238095238095
7392,2011-11-09,4,0,11,14,0,3,1,1,0.52,0.5,0.48,0.1642,26,153,179,21.32,48.0,Workday,14.444444444444443,85.0
7393,2011-11-09,4,0,11,15,0,3,1,1,0.52,0.5,0.45,0.2239,21,130,151,21.32,45.0,Workday,13.815789473684212,85.52631578947368
7394,2011-11-09,4,0,11,16,0,3,1,1,0.52,0.5,0.48,0.194,24,257,281,21.32,48.0,Workday,8.51063829787234,91.13475177304964
7395,2011-11-09,4,0,11,17,0,3,1,1,0.46,0.4545,0.63,0.1045,27,458,485,18.86,63.0,Workday,5.555555555555555,94.23868312757202
7396,2011-11-09,4,0,11,18,0,3,1,1,0.44,0.4394,0.67,0.1045,21,387,408,18.04,67.0,Workday,5.134474327628362,94.62102689486552
7397,2011-11-09,4,0,11,19,0,3,1,1,0.44,0.4394,0.72,0.1045,12,292,304,18.04,72.0,Workday,3.934426229508197,95.73770491803279
7398,2011-11-09,4,0,11,20,0,3,1,1,0.44,0.4394,0.77,0.0,18,201,219,18.04,77.0,Workday,8.181818181818182,91.36363636363637
7399,2011-11-09,4,0,11,21,0,3,1,1,0.4,0.4091,0.87,0.0,9,152,161,16.400000000000002,87.0,Workday,5.555555555555555,93.82716049382715
7400,2011-11-09,4,0,11,22,0,3,1,1,0.4,0.4091,0.87,0.0,9,105,114,16.400000000000002,87.0,Workday,7.82608695652174,91.30434782608695
7401,2011-11-09,4,0,11,23,0,3,1,1,0.38,0.3939,0.87,0.0,5,61,66,15.58,87.0,Workday,7.462686567164178,91.04477611940298
7402,2011-11-10,4,0,11,0,0,4,1,1,0.4,0.4091,0.87,0.0,0,24,24,16.400000000000002,87.0,Workday,0.0,96.0
7403,2011-11-10,4,0,11,1,0,4,1,2,0.4,0.4091,0.87,0.0,1,10,11,16.400000000000002,87.0,Workday,8.333333333333332,83.33333333333334
7404,2011-11-10,4,0,11,2,0,4,1,2,0.38,0.3939,0.94,0.0,0,5,5,15.58,94.0,Workday,0.0,83.33333333333334
7405,2011-11-10,4,0,11,3,0,4,1,1,0.38,0.3939,0.94,0.0896,0,11,11,15.58,94.0,Workday,0.0,91.66666666666666
7406,2011-11-10,4,0,11,4,0,4,1,1,0.38,0.3939,0.94,0.0896,1,2,3,15.58,94.0,Workday,25.0,50.0
7407,2011-11-10,4,0,11,5,0,4,1,2,0.36,0.3485,1.0,0.1343,1,22,23,14.76,100.0,Workday,4.166666666666666,91.66666666666666
7408,2011-11-10,4,0,11,6,0,4,1,2,0.36,0.3485,1.0,0.1343,4,110,114,14.76,100.0,Workday,3.4782608695652173,95.65217391304348
7409,2011-11-10,4,0,11,7,0,4,1,2,0.38,0.3939,0.94,0.1642,6,266,272,15.58,94.0,Workday,2.197802197802198,97.43589743589743
7410,2011-11-10,4,0,11,8,0,4,1,2,0.4,0.4091,0.94,0.0896,18,418,436,16.400000000000002,94.0,Workday,4.118993135011442,95.65217391304348
7411,2011-11-10,4,0,11,9,0,4,1,2,0.42,0.4242,0.94,0.1045,23,188,211,17.22,94.0,Workday,10.849056603773585,88.67924528301887
7412,2011-11-10,4,0,11,10,0,4,1,2,0.44,0.4394,0.88,0.2239,17,100,117,18.04,88.0,Workday,14.40677966101695,84.7457627118644
7413,2011-11-10,4,0,11,11,0,4,1,2,0.46,0.4545,0.67,0.3881,9,99,108,18.86,67.0,Workday,8.256880733944955,90.82568807339449
7414,2011-11-10,4,0,11,12,0,4,1,2,0.42,0.4242,0.67,0.3582,18,149,167,17.22,67.0,Workday,10.714285714285714,88.69047619047619
7415,2011-11-10,4,0,11,13,0,4,1,3,0.36,0.3333,0.81,0.3582,9,87,96,14.76,81.0,Workday,9.278350515463918,89.69072164948454
7416,2011-11-10,4,0,11,14,0,4,1,3,0.36,0.3333,0.87,0.2836,6,58,64,14.76,87.0,Workday,9.230769230769232,89.23076923076924
7417,2011-11-10,4,0,11,15,0,4,1,3,0.36,0.3333,0.81,0.2985,5,57,62,14.76,81.0,Workday,7.936507936507936,90.47619047619048
7418,2011-11-10,4,0,11,16,0,4,1,3,0.36,0.3485,0.81,0.2239,6,67,73,14.76,81.0,Workday,8.108108108108109,90.54054054054053
7419,2011-11-10,4,0,11,17,0,4,1,3,0.36,0.3485,0.81,0.2239,9,168,177,14.76,81.0,Workday,5.056179775280898,94.3820224719101
7420,2011-11-10,4,0,11,18,0,4,1,2,0.36,0.3485,0.81,0.1642,10,263,273,14.76,81.0,Workday,3.64963503649635,95.98540145985402
7421,2011-11-10,4,0,11,19,0,4,1,2,0.36,0.3485,0.71,0.2239,19,192,211,14.76,71.0,Workday,8.962264150943396,90.56603773584906
7422,2011-11-10,4,0,11,20,0,4,1,2,0.36,0.3333,0.62,0.2836,8,160,168,14.76,62.0,Workday,4.733727810650888,94.67455621301775
7423,2011-11-10,4,0,11,21,0,4,1,1,0.36,0.3333,0.57,0.2537,6,130,136,14.76,56.99999999999999,Workday,4.37956204379562,94.8905109489051
7424,2011-11-10,4,0,11,22,0,4,1,1,0.36,0.3333,0.53,0.2836,5,84,89,14.76,53.0,Workday,5.555555555555555,93.33333333333333
7425,2011-11-10,4,0,11,23,0,4,1,2,0.34,0.3333,0.57,0.1642,9,73,82,13.940000000000001,56.99999999999999,Workday,10.843373493975903,87.95180722891565
7426,2011-11-11,4,0,11,0,1,5,0,1,0.34,0.3182,0.53,0.2537,10,56,66,13.940000000000001,53.0,Weekend/Holiday,14.925373134328357,83.5820895522388
7427,2011-11-11,4,0,11,1,1,5,0,1,0.32,0.303,0.57,0.3284,3,16,19,13.120000000000001,56.99999999999999,Weekend/Holiday,15.0,80.0
7428,2011-11-11,4,0,11,2,1,5,0,1,0.32,0.2879,0.57,0.2836,1,10,11,13.120000000000001,56.99999999999999,Weekend/Holiday,8.333333333333332,83.33333333333334
7429,2011-11-11,4,0,11,3,1,5,0,1,0.3,0.2879,0.61,0.194,0,6,6,12.299999999999999,61.0,Weekend/Holiday,0.0,85.71428571428571
7430,2011-11-11,4,0,11,4,1,5,0,1,0.3,0.2879,0.61,0.194,0,8,8,12.299999999999999,61.0,Weekend/Holiday,0.0,88.88888888888889
7431,2011-11-11,4,0,11,5,1,5,0,1,0.3,0.2879,0.49,0.2537,0,13,13,12.299999999999999,49.0,Weekend/Holiday,0.0,92.85714285714286
7432,2011-11-11,4,0,11,6,1,5,0,1,0.28,0.2576,0.45,0.3284,0,46,46,11.48,45.0,Weekend/Holiday,0.0,97.87234042553192
7433,2011-11-11,4,0,11,7,1,5,0,1,0.28,0.2727,0.45,0.2537,5,116,121,11.48,45.0,Weekend/Holiday,4.098360655737705,95.08196721311475
7434,2011-11-11,4,0,11,8,1,5,0,1,0.3,0.2727,0.42,0.3582,9,249,258,12.299999999999999,42.0,Weekend/Holiday,3.474903474903475,96.13899613899613
7435,2011-11-11,4,0,11,9,1,5,0,1,0.32,0.2879,0.45,0.4478,15,186,201,13.120000000000001,45.0,Weekend/Holiday,7.425742574257425,92.07920792079209
7436,2011-11-11,4,0,11,10,1,5,0,1,0.32,0.2727,0.42,0.5522,38,162,200,13.120000000000001,42.0,Weekend/Holiday,18.90547263681592,80.59701492537313
7437,2011-11-11,4,0,11,11,1,5,0,1,0.34,0.2879,0.42,0.4925,20,150,170,13.940000000000001,42.0,Weekend/Holiday,11.695906432748536,87.71929824561403
7438,2011-11-11,4,0,11,12,1,5,0,1,0.34,0.2879,0.42,0.4627,41,198,239,13.940000000000001,42.0,Weekend/Holiday,17.083333333333332,82.5
7439,2011-11-11,4,0,11,13,1,5,0,1,0.38,0.3939,0.37,0.5522,57,179,236,15.58,37.0,Weekend/Holiday,24.050632911392405,75.52742616033755
7440,2011-11-11,4,0,11,14,1,5,0,1,0.38,0.3939,0.37,0.4627,64,183,247,15.58,37.0,Weekend/Holiday,25.806451612903224,73.79032258064517
7441,2011-11-11,4,0,11,15,1,5,0,1,0.36,0.3333,0.37,0.4179,29,187,216,14.76,37.0,Weekend/Holiday,13.36405529953917,86.17511520737328
7442,2011-11-11,4,0,11,16,1,5,0,1,0.36,0.3333,0.34,0.3284,49,189,238,14.76,34.0,Weekend/Holiday,20.502092050209207,79.07949790794979
7443,2011-11-11,4,0,11,17,1,5,0,1,0.34,0.303,0.39,0.3284,24,286,310,13.940000000000001,39.0,Weekend/Holiday,7.717041800643088,91.96141479099678
7444,2011-11-11,4,0,11,18,1,5,0,1,0.34,0.3182,0.39,0.2537,23,185,208,13.940000000000001,39.0,Weekend/Holiday,11.004784688995215,88.51674641148325
7445,2011-11-11,4,0,11,19,1,5,0,1,0.32,0.3182,0.39,0.1642,17,182,199,13.120000000000001,39.0,Weekend/Holiday,8.5,91.0
7446,2011-11-11,4,0,11,20,1,5,0,1,0.32,0.3182,0.39,0.194,12,97,109,13.120000000000001,39.0,Weekend/Holiday,10.909090909090908,88.18181818181819
7447,2011-11-11,4,0,11,21,1,5,0,1,0.3,0.303,0.45,0.1642,4,79,83,12.299999999999999,45.0,Weekend/Holiday,4.761904761904762,94.04761904761905
7448,2011-11-11,4,0,11,22,1,5,0,1,0.32,0.3182,0.39,0.194,13,78,91,13.120000000000001,39.0,Weekend/Holiday,14.130434782608695,84.78260869565217
7449,2011-11-11,4,0,11,23,1,5,0,1,0.3,0.3182,0.45,0.0896,6,67,73,12.299999999999999,45.0,Weekend/Holiday,8.108108108108109,90.54054054054053
7450,2011-11-12,4,0,11,0,0,6,0,1,0.24,0.2424,0.6,0.1343,12,52,64,9.84,60.0,Weekend/Holiday,18.461538461538463,80.0
7451,2011-11-12,4,0,11,1,0,6,0,1,0.24,0.2424,0.6,0.1343,9,45,54,9.84,60.0,Weekend/Holiday,16.363636363636363,81.81818181818183
7452,2011-11-12,4,0,11,2,0,6,0,1,0.24,0.2576,0.65,0.0896,7,39,46,9.84,65.0,Weekend/Holiday,14.893617021276595,82.97872340425532
7453,2011-11-12,4,0,11,3,0,6,0,1,0.24,0.2424,0.7,0.1343,4,13,17,9.84,70.0,Weekend/Holiday,22.22222222222222,72.22222222222221
7454,2011-11-12,4,0,11,4,0,6,0,1,0.2,0.2121,0.8,0.1343,0,7,7,8.200000000000001,80.0,Weekend/Holiday,0.0,87.5
7455,2011-11-12,4,0,11,5,0,6,0,1,0.22,0.2576,0.75,0.0896,1,3,4,9.02,75.0,Weekend/Holiday,20.0,60.0
7456,2011-11-12,4,0,11,6,0,6,0,1,0.22,0.2273,0.75,0.1642,0,7,7,9.02,75.0,Weekend/Holiday,0.0,87.5
7457,2011-11-12,4,0,11,7,0,6,0,1,0.22,0.2273,0.75,0.194,3,24,27,9.02,75.0,Weekend/Holiday,10.714285714285714,85.71428571428571
7458,2011-11-12,4,0,11,8,0,6,0,1,0.26,0.2576,0.7,0.194,14,87,101,10.66,70.0,Weekend/Holiday,13.725490196078432,85.29411764705883
7459,2011-11-12,4,0,11,9,0,6,0,1,0.3,0.303,0.61,0.1642,18,142,160,12.299999999999999,61.0,Weekend/Holiday,11.180124223602485,88.19875776397515
